id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
44147,2007,1,2007,2007,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"SIMIYU Robert Romborah, 2008, Militianisation of resource conflicts - The case of land-based conflict in the Mount Elgon region of Western Kenya, Monograph 152, October 08",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,1,1,2007-11-12,2007-11-12,0,0,4,0,4,4,4
43940,2008,1,2008,2008,2,4665,Kikuyu - Luo,5275,Kikuyu - Luo,926,,Kikuyu,901,,Luo,-1,"AP 2008-01-30 ""US envoy calls postelection violence in Kenya 'ethnic cleansing",,,,.,4,Rift Valley province,Rift Valley province,,0.5,36.0,POINT (36.000000 0.500000),130753,Kenya,501,KEN,Africa,1,1,2008-01-30,2008-01-30,0,0,0,0,0,0,2
44361,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,6,Kenya,,,1.0,38.0,POINT (38.000000 1.000000),131477,Kenya,501,KEN,Africa,1,1,2007-11-26,2007-11-26,0,0,0,0,0,0,1
43853,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Lunga Lunga,Coast province,Kwale district,-4.552764,39.123632,POINT (39.123632 -4.552764),122839,Kenya,501,KEN,Africa,1,1,2007-11-27,2007-11-27,0,0,0,0,0,0,1
43761,2007,1,2007,2007,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"BBC Monitoring Africa 2008-08-26 ""Kenyans urge state to exhume bodies of 40 militia victims",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,2,4,2007-12-01,2007-12-31,0,0,0,0,0,0,40
43792,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,6,Kenya,,,1.0,38.0,POINT (38.000000 1.000000),131477,Kenya,501,KEN,Africa,1,4,2007-12-15,2007-12-31,0,0,1,0,1,1,1
43395,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"HRW March 2008 ""Ballots to Bullets",,,,,1,Kisumu town,Nyanza province,Kisumu district,-0.1,34.75,POINT (34.750000 -0.100000),129310,Kenya,501,KEN,Africa,1,2,2007-12-29,2007-12-30,0,0,2,0,2,2,2
43700,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"HRW March 2008 ""Ballots to Bullets",,,,,1,Kisumu town,Nyanza province,Kisumu district,-0.1,34.75,POINT (34.750000 -0.100000),129310,Kenya,501,KEN,Africa,1,2,2007-12-29,2007-12-30,0,0,2,0,2,2,2
43573,2007,1,2007,2007,3,602,Mungiki - Civilians,1069,Mungiki - Civilians,714,,Mungiki,1,,Civilians,-1,"ICG ""Kenya in Crisis"" February 2008",,,,,1,Kariobangi village,Nairobi province,Nairobi district,-1.25,36.883333,POINT (36.883333 -1.250000),127874,Kenya,501,KEN,Africa,1,1,2007-12-30,2007-12-30,0,0,38,0,38,38,38
43689,2007,0,2007,2007,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"Associated Press Newswires 2008-01-17""Kenyan Schools Hit by Violence",,,,,1,Ngarua town,Rift Valley province,Laikipia district,0.366666,36.45,POINT (36.450000 0.366666),130033,Kenya,501,KEN,Africa,1,1,2007-12-30,2007-12-30,0,0,6,0,6,6,6
43900,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,2,Kisumu town,Nyanza province,Kisumu district,-0.1,34.75,POINT (34.750000 -0.100000),129310,Kenya,501,KEN,Africa,1,1,2007-12-30,2007-12-30,0,0,2,0,2,2,2
44110,2007,0,2007,2007,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"HRW March 2008 ""Ballots to Bullets",,,,,1,Eldoret town,Rift Valley province,Uasin Gishu district,0.516667,35.283333,POINT (35.283333 0.516667),130751,Kenya,501,KEN,Africa,1,1,2007-12-30,2007-12-30,0,0,5,0,5,5,5
43872,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"HRW March 2008 ""Ballots to Bullets",,,,,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2007-12-31,2007-12-31,0,0,1,0,1,1,1
44222,2007,0,2007,2007,2,4665,Kikuyu - Luo,5275,Kikuyu - Luo,926,,Kikuyu,901,,Luo,-1,"AFP 2007-12-31 ""More than 140 killed as Kenya plunges into post-poll chaos",,,,,1,Mombasa town,Coast province,Mombasa district,-4.05,39.666667,POINT (39.666667 -4.050000),123560,Kenya,501,KEN,Africa,1,1,2007-12-31,2007-12-31,3,6,0,10,19,19,19
44421,2007,1,2007,2007,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"BBC Monitoring Africa 2008-03-25 ""Kenya: Mass graves discovered in western district during raid on militia",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,1,1,2007-12-31,2007-12-31,0,0,22,0,22,22,22
44422,2007,1,2007,2007,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"SIMIYU Robert Romborah, 2008, Militianisation of resource conflicts - The case of land-based conflict in the Mount Elgon region of Western Kenya, Monograph 152, October 08",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,1,1,2007-12-31,2007-12-31,0,0,0,0,0,0,12
43727,2008,1,2008,2008,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"ICG ""Kenya in Crisis"" February 2008",,,,,1,Lurambi town,Western province,Kakamega district,0.3,34.766667,POINT (34.766667 0.300000),130030,Kenya,501,KEN,Africa,1,5,2008-01-01,2008-02-28,0,0,1,0,1,1,1
43751,2008,1,2008,2008,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"ICG ""Kenya in Crisis"" February 2008",,,,,1,Maraba town,Western province,Kakamega district,0.283333,34.6,POINT (34.600000 0.283333),130030,Kenya,501,KEN,Africa,1,5,2008-01-01,2008-02-28,0,0,2,0,2,2,2
43704,2008,1,2008,2008,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"HRW March 2008 ""From Ballots to Bullets",,,,"Human Rights Watch interview, Eldoret, January 21, 2008.",1,Eldoret town,Rift Valley province,Uasin Gishu district,0.516667,35.283333,POINT (35.283333 0.516667),130751,Kenya,501,KEN,Africa,2,4,2008-01-01,2008-01-21,10,21,0,0,31,31,31
44428,2008,1,2008,2008,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"HRW March 2008 ""From Ballots to Bullets",,,,"Jeffrey Gettleman, Signs in Kenya that killings were planned, The New York Times, January 21, 2008.",1,Nakuru town,Rift Valley province,Nakuru district,-0.283333,36.066667,POINT (36.066667 -0.283333),129313,Kenya,501,KEN,Africa,2,4,2008-01-01,2008-01-21,1,0,0,0,1,1,1
43638,2008,1,2008,2008,2,4676,MDF - SLDF,5286,MDF - SLDF,902,,MDF,704,,SLDF,-1,"HRW July 2008 ""All the men have  gone War Crimes in Kenyas Mt. Elgon Conflict"" p. 18",,,,.,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,2,4,2008-01-01,2008-01-31,0,0,0,32,32,32,32
44140,2008,1,2008,2008,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"All Africa 2008-05-25 ""Droves of Militia Surrender",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,1,4,2008-01-01,2008-01-31,0,0,4,0,4,4,4
44375,2008,1,2008,2008,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"SIMIYU Robert Romborah, 2008, Militianisation of resource conflicts - The case of land-based conflict in the Mount Elgon region of Western Kenya, Monograph 152, October 08, p.79",,,,,1,Chesakaki village,Western province,Mt. Elgon district,0.800175,34.509092,POINT (34.509092 0.800175),130750,Kenya,501,KEN,Africa,1,4,2008-01-01,2008-01-31,0,0,22,0,22,22,22
43873,2008,1,2008,2008,3,602,Mungiki - Civilians,1069,Mungiki - Civilians,714,,Mungiki,1,,Civilians,-1,"ICG ""Kenya in Crisis"" February 2008",,,,,1,Limuru town,Central province,Kiambu district,-1.1,36.65,POINT (36.650000 -1.100000),127874,Kenya,501,KEN,Africa,2,5,2008-01-01,2008-02-01,0,0,0,0,0,0,2
43708,2008,1,2008,2008,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"ICG ""Kenya in Crisis"" February 2008",,,,,1,Kisumu town,Nyanza province,Kisumu district,-0.1,34.75,POINT (34.750000 -0.100000),129310,Kenya,501,KEN,Africa,2,5,2008-01-01,2008-02-20,0,0,44,0,44,44,60
43754,2008,1,2008,2008,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"ICG ""Kenya in Crisis"" February 2008",,,,,1,Bungoma town,Western province,Bungoma district,0.566667,34.566667,POINT (34.566667 0.566667),130750,Kenya,501,KEN,Africa,2,5,2008-01-01,2008-02-28,0,0,3,0,3,3,3
43849,2008,1,2008,2008,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"ICG ""Kenya in Crisis"" February 2008",,,,,1,Kakamega town,Western province,Kakamega district,0.283333,34.75,POINT (34.750000 0.283333),130030,Kenya,501,KEN,Africa,1,5,2008-01-01,2008-02-28,0,0,1,0,1,1,1
43883,2008,1,2008,2008,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"ICG ""Kenya in Crisis"" February 2008",,,,,1,Webuye town,Western province,Bungoma district,0.616667,34.766667,POINT (34.766667 0.616667),130750,Kenya,501,KEN,Africa,2,5,2008-01-01,2008-02-28,0,0,3,0,3,3,3
43707,2008,1,2008,2008,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"HRW July 2008 ""All the men have  gone War Crimes in Kenyas Mt. Elgon Conflict",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,2,5,2008-01-01,2008-04-02,0,0,7,0,7,7,12
43739,2008,1,2008,2008,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"HRW, Kenya: Army and Rebel Militia Commit war Crimes in Mt. Elgon, april 2, 2008 (http://www.hrw.org/en/news/2008/04/02/kenya-army-and-rebel-militia-commit-war-crimes-mt-elgon?print)",,,,WKHRW,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,2,5,2008-01-01,2008-04-02,0,0,23,0,0,23,23
43765,2008,1,2008,2008,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,6,Kenya,,,1.0,38.0,POINT (38.000000 1.000000),131477,Kenya,501,KEN,Africa,1,5,2008-01-01,2008-12-31,0,0,2,0,0,2,2
43991,2008,1,2008,2008,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,4,Rift Valley province,Rift Valley province,,0.5,36.0,POINT (36.000000 0.500000),130753,Kenya,501,KEN,Africa,1,5,2008-01-01,2008-12-31,0,2,0,0,2,2,2
44136,2008,1,2008,2008,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"All Africa 2008-01-03 ""Whispering in Swahili - Good Neighbours in the Rift Valley",,,,.,1,Kitale town,Rift Valley province,Trans Nzoia district,1.016667,35.0,POINT (35.000000 1.016667),131471,Kenya,501,KEN,Africa,1,1,2008-01-02,2008-01-02,0,0,0,0,0,0,9
43889,2008,1,2008,2008,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,4,Rift Valley province,Rift Valley province,,0.5,36.0,POINT (36.000000 0.500000),130753,Kenya,501,KEN,Africa,1,1,2008-01-03,2008-01-03,0,2,0,0,2,2,2
43346,2008,1,2008,2008,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"Associated Press Newswires 2008-01-05 ""Terrified Kenyans flee troubled west to escape wave of ethnic violence",,,,.,2,Eldoret town,Rift Valley province,Uasin Gishu district,0.516667,35.283333,POINT (35.283333 0.516667),130751,Kenya,501,KEN,Africa,1,1,2008-01-05,2008-01-05,0,0,0,0,0,0,2
44106,2008,1,2008,2008,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"Associated Press Newswires 2008-01-05 ""Terrified Kenyans flee troubled west to escape wave of ethnic violence",,,,.,1,Eldoret town,Rift Valley province,Uasin Gishu district,0.516667,35.283333,POINT (35.283333 0.516667),130751,Kenya,501,KEN,Africa,1,1,2008-01-05,2008-01-05,0,0,0,2,2,2,2
43620,2008,1,2008,2008,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"HRW March 2008 ""Ballots to Bullets",,,,,1,Kisumu town,Nyanza province,Kisumu district,-0.1,34.75,POINT (34.750000 -0.100000),129310,Kenya,501,KEN,Africa,1,1,2008-01-16,2008-01-16,0,0,6,0,6,6,6
44079,2008,1,2008,2008,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"BBC Monitoring Africa 2008-01-24 ""Several areas in western Kenya report renewed violence",,,,,1,Molo town,Rift Valley province,Nakuru district,-0.25,35.733333,POINT (35.733333 -0.250000),129312,Kenya,501,KEN,Africa,1,1,2008-01-24,2008-01-24,0,0,2,0,2,2,2
43518,2008,1,2008,2008,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"AP 2008-02-10 ""UN: Displaced Kenyans Can't Return Yet",,,,,6,Kenya,,,1.0,38.0,POINT (38.000000 1.000000),131477,Kenya,501,KEN,Africa,1,4,2008-01-16,2008-01-31,0,0,2,0,2,2,2
44177,2008,0,2008,2008,2,4766,Kikuyu - Maasai,5376,Kikuyu - Maasai,926,,Kikuyu,1030,,Maasai,-1,"AP 2008-01-18 ""On bloodiest day of protests, Kenya opposition vows to keep up pressure with strikes",,,,.,3,Narok district,Rift Valley province,Narok district,-1.25,35.75,POINT (35.750000 -1.250000),127872,Kenya,501,KEN,Africa,1,1,2008-01-18,2008-01-18,0,0,0,5,5,5,5
43746,2008,0,2008,2008,3,468,Government of Uganda - Civilians,935,Government of Uganda - Civilians,90,500.0,Government of Uganda,1,,Civilians,-1,"All Africa 2008-01-20 ""Uganda Maintains It Has Not Deployed Troops in Country",,,,,1,Nyatike town,Nyanza province,Migori district,-0.75,34.633333,POINT (34.633333 -0.750000),128590,Kenya,501,KEN,Africa,1,1,2008-01-20,2008-01-20,0,0,0,0,0,0,1
43784,2008,0,2008,2008,3,468,Government of Uganda - Civilians,935,Government of Uganda - Civilians,90,500.0,Government of Uganda,1,,Civilians,-1,"All Africa 2008-01-20 ""Uganda Maintains It Has Not Deployed Troops in Country",,,,,1,Bondo town,Nyanza province,Siaya district,-0.1,34.266667,POINT (34.266667 -0.100000),129309,Kenya,501,KEN,Africa,1,1,2008-01-20,2008-01-20,0,0,0,0,0,0,1
43812,2008,0,2008,2008,3,468,Government of Uganda - Civilians,935,Government of Uganda - Civilians,90,500.0,Government of Uganda,1,,Civilians,-1,"All Africa 2008-01-20 ""Uganda Maintains It Has Not Deployed Troops in Country",,,,,1,Ugenya town,Nyanza province,Homa Bay district,-0.266667,34.816667,POINT (34.816667 -0.266667),129310,Kenya,501,KEN,Africa,1,1,2008-01-20,2008-01-20,0,0,0,0,0,0,1
43842,2008,0,2008,2008,3,468,Government of Uganda - Civilians,935,Government of Uganda - Civilians,90,500.0,Government of Uganda,1,,Civilians,-1,"All Africa 2008-01-20 ""Uganda Maintains It Has Not Deployed Troops in Country",,,,,1,Mbita town,Nyanza province,Homa Bay district,-0.416667,34.2,POINT (34.200000 -0.416667),129309,Kenya,501,KEN,Africa,1,1,2008-01-20,2008-01-20,0,0,0,0,0,0,1
43924,2008,0,2008,2008,3,468,Government of Uganda - Civilians,935,Government of Uganda - Civilians,90,500.0,Government of Uganda,1,,Civilians,-1,"All Africa 2008-01-20 ""Uganda Maintains It Has Not Deployed Troops in Country",,,,,1,Gem town,Nyanza province,Homa Bay district,-0.633333,34.566667,POINT (34.566667 -0.633333),128590,Kenya,501,KEN,Africa,1,1,2008-01-20,2008-01-20,0,0,0,0,0,0,1
44308,2008,1,2008,2008,2,4665,Kikuyu - Luo,5275,Kikuyu - Luo,926,,Kikuyu,901,,Luo,-1,"All Africa 2008-01-21 ""ODM Welcomes Museveni Mediation",,,,.,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2008-01-20,2008-01-20,0,0,0,3,3,3,3
43482,2008,1,2008,2008,2,4665,Kikuyu - Luo,5275,Kikuyu - Luo,926,,Kikuyu,901,,Luo,-1,"Xinhua 2008-01-22 ""Roundup: Kenya's political crisis continues as Annan arrives",,,,.,1,Huruma location,Nairobi province,Nairobi district,-1.256489,36.872114,POINT (36.872114 -1.256489),127874,Kenya,501,KEN,Africa,2,2,2008-01-20,2008-01-22,0,0,0,0,0,0,2
43702,2008,1,2008,2008,2,4665,Kikuyu - Luo,5275,Kikuyu - Luo,926,,Kikuyu,901,,Luo,-1,"BBC Monitoring Africa 2008-01-21 ""Kenya: Tension reigns in Nairobi suburbs after five are killed",,,,.,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2008-01-21,2008-01-21,0,0,0,0,0,0,2
44179,2008,1,2008,2008,2,4665,Kikuyu - Luo,5275,Kikuyu - Luo,926,,Kikuyu,901,,Luo,-1,"BBC Monitoring Africa 2008-01-21 ""Kenya: Tension reigns in Nairobi suburbs after five are killed",,,,.,1,Huruma location,Nairobi province,Nairobi district,-1.256489,36.872114,POINT (36.872114 -1.256489),127874,Kenya,501,KEN,Africa,1,1,2008-01-21,2008-01-21,0,0,0,0,0,0,3
44059,2008,1,2008,2008,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"HRW March 2008 ""From Ballots to Bullets",,,,.,1,Molo town,Rift Valley province,Nakuru district,-0.25,35.733333,POINT (35.733333 -0.250000),129312,Kenya,501,KEN,Africa,1,1,2008-01-22,2008-01-22,0,13,0,0,13,13,13
44175,2008,1,2008,2008,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Ngurueini,Central province,Muranga district,-0.883333,37.066667,POINT (37.066667 -0.883333),128595,Kenya,501,KEN,Africa,1,3,2008-01-23,2008-01-29,0,0,0,0,0,0,4
37556,2008,1,2008,2008,2,4651,Jie - Turkana,5261,Jie - Turkana,633,,Jie,693,,Turkana,-1,"BBC Monitoring Africa 29/1-08;  The New Vision website, Kampala, in English 29 Jan 08",,,,"The commanding officer of the UPDF [Uganda People's Defence Forces] 3rd Division, Col Patrick Kankiriho",3,Turkana district,Rift Valley province,Turkana district,3.0,35.5,POINT (35.500000 3.000000),134352,Kenya,501,KEN,Africa,1,1,2008-01-24,2008-01-24,40,0,0,0,40,40,40
43748,2008,1,2008,2008,3,602,Mungiki - Civilians,1069,Mungiki - Civilians,714,,Mungiki,1,,Civilians,-1,"HRW March 2008 ""Ballots to Bullets",,,,,1,Nakuru town,Rift Valley province,Nakuru district,-0.283333,36.066667,POINT (36.066667 -0.283333),129313,Kenya,501,KEN,Africa,1,1,2008-01-24,2008-01-24,0,0,1,0,1,1,1
44069,2008,1,2008,2008,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"Associated Press Newswires 2008-01-25 ""Fighting Erupts in Western Kenyan Town",,,,.,4,Rift Valley province,Rift Valley province,,0.5,36.0,POINT (36.000000 0.500000),130753,Kenya,501,KEN,Africa,1,1,2008-01-24,2008-01-24,0,0,0,2,2,2,2
43946,2008,1,2008,2008,3,602,Mungiki - Civilians,1069,Mungiki - Civilians,714,,Mungiki,1,,Civilians,-1,"ICG ""Kenya in Crisis"" February 2008",,,,,1,Naivasha town,Rift Valley province,Nakuru district,-0.716667,36.433333,POINT (36.433333 -0.716667),128593,Kenya,501,KEN,Africa,2,2,2008-01-24,2008-01-28,0,0,2,0,2,2,2
44054,2008,1,2008,2008,3,602,Mungiki - Civilians,1069,Mungiki - Civilians,714,,Mungiki,1,,Civilians,-1,"ICG ""Kenya in Crisis"" February 2008",,,,,1,Nakuru town,Rift Valley province,Nakuru district,-0.283333,36.066667,POINT (36.066667 -0.283333),129313,Kenya,501,KEN,Africa,2,2,2008-01-24,2008-01-28,0,0,2,0,2,2,2
